,word,negative,positive,uncertainty,litigious,constraining,superfluous,interesting
34619,hereafter,False,False,False,True,False,False,False
34621,hereby,False,False,False,True,False,False,False
34622,hereditament,False,False,False,True,False,False,False
34626,herefor,False,False,False,True,False,False,False
34627,herefore,False,False,False,True,False,False,False
34628,herefrom,False,False,False,True,False,False,False
34629,herein,False,False,False,True,False,False,False
34630,hereinabove,False,False,False,True,False,False,False
34631,hereinafter,False,False,False,True,False,False,False
34632,hereinbefore,False,False,False,True,False,False,False
34633,hereinbelow,False,False,False,True,False,False,False
34634,hereof,False,False,False,True,False,False,False
34635,hereon,False,False,False,True,False,False,False
34642,hereto,False,False,False,True,False,False,False
34643,heretofore,False,False,False,True,False,False,False
34644,hereunder,False,False,False,True,False,False,False
34645,hereunto,False,False,False,True,False,False,False
34646,hereupon,False,False,False,True,False,False,False
34647,herewith,False,False,False,True,False,False,False
34648,herewithin,False,False,False,True,False,False,False
34787,hidden,False,False,True,False,False,False,False
34828,highest,False,True,False,False,False,False,False
34908,hinder,True,False,False,False,False,False,False
34909,hindered,True,False,False,False,False,False,False
34910,hindering,True,False,False,False,False,False,False
34911,hinders,True,False,False,False,False,False,False
34915,hindrance,True,False,False,False,False,False,False
34922,hinge,False,False,True,False,False,False,False
35339,honesty,False,False,False,False,False,False,True
35373,honor,False,True,False,False,False,False,False
35374,honorable,False,True,False,False,False,False,False
35383,honored,False,True,False,False,False,False,False
35390,honoring,False,True,False,False,False,False,False
35639,hostile,True,False,False,False,False,False,False
35643,hostility,True,False,False,False,False,False,False
35786,howsoever,False,False,False,False,False,True,False
36054,hurt,True,False,False,False,False,False,False
36059,hurting,True,False,False,False,False,False,False
36443,ideal,False,True,False,False,False,False,False
36501,idle,True,False,False,False,False,False,False
36502,idled,True,False,False,False,False,False,False
36509,idling,True,False,False,False,False,False,False
36566,ignore,True,False,False,False,False,False,False
36567,ignored,True,False,False,False,False,False,False
36568,ignores,True,False,False,False,False,False,False
36569,ignoring,True,False,False,False,False,False,False
36582,ill,True,False,False,False,False,False,False
36583,illegal,True,False,False,False,False,False,False
36584,illegality,True,False,False,False,False,False,False
36586,illegally,True,False,False,False,False,False,False
36590,illegible,True,False,False,False,False,False,False
36600,illicit,True,False,False,False,False,False,False
36601,illicitly,True,False,False,False,False,False,False
36605,illiquid,True,False,False,False,False,False,False
36606,illiquidity,True,False,False,False,False,False,False
36677,imbalance,True,False,False,False,False,False,False
36728,immateriality,False,False,False,True,False,False,False
36732,immature,True,False,False,False,False,False,False
36791,immoral,True,False,False,False,False,False,False
36850,impair,True,False,False,False,True,False,False
36851,impaired,True,False,False,False,True,False,False
36852,impairing,True,False,False,False,True,False,False
36853,impairment,True,False,False,False,True,False,False
36855,impairs,True,False,False,False,True,False,False
36882,impasse,True,False,False,False,False,False,False
36922,impede,True,False,False,False,False,False,False
36923,impeded,True,False,False,False,False,False,False
36924,impedes,True,False,False,False,False,False,False
36925,impediment,True,False,False,False,False,False,False
36928,impeding,True,False,False,False,False,False,False
36937,impending,True,False,False,False,False,False,False
36947,imperative,True,False,False,False,False,False,False
36956,imperfection,True,False,False,False,False,False,False
36971,imperil,True,False,False,False,False,False,False
36993,impermissible,True,False,False,False,False,False,False
37057,impleaded,False,False,False,True,False,False,False
37066,implicate,True,False,False,False,False,False,False
37067,implicated,True,False,False,False,False,False,False
37068,implicates,True,False,False,False,False,False,False
37069,implicating,True,False,False,False,False,False,False
37121,impose,False,False,False,False,True,False,False
37122,imposed,False,False,False,False,True,False,False
37125,imposes,False,False,False,False,True,False,False
37126,imposing,False,False,False,False,True,False,False
37128,imposition,False,False,False,False,True,False,False
37131,impossibility,True,False,False,False,False,False,False
37132,impossible,True,False,False,False,False,False,False
37134,impost,False,False,False,False,False,True,False
37148,impound,True,False,False,False,False,False,False
37149,impounded,True,False,False,False,False,False,False
37150,impounding,True,False,False,False,False,False,False
37153,impounds,True,False,False,False,False,False,False
37161,impracticable,True,False,False,False,False,False,False
37163,impractical,True,False,False,False,False,False,False
37164,impracticality,True,False,False,False,False,False,False
37173,imprecise,False,False,True,False,False,False,False
37177,imprecision,False,False,True,False,False,False,False
37191,impress,False,True,False,False,False,False,False
37192,impressed,False,True,False,False,False,False,False
37197,impressing,False,True,False,False,False,False,False
37208,impressive,False,True,False,False,False,False,False
37209,impressively,False,True,False,False,False,False,False
37224,imprisonment,True,False,False,False,False,False,False
37228,improbability,False,False,True,False,False,False,False
37229,improbable,False,False,True,False,False,False,False
37233,improper,True,False,False,False,False,False,False
37234,improperly,True,False,False,False,False,False,False
37235,impropriety,True,False,False,False,False,False,False
37238,improve,False,True,False,False,False,False,False
37239,improved,False,True,False,False,False,False,False
37240,improvement,False,True,False,False,False,False,False
37242,improves,False,True,False,False,False,False,False
37247,improving,False,True,False,False,False,False,False
37261,imprudent,True,False,False,False,False,False,False
37262,imprudently,True,False,False,False,False,False,False
37293,imputation,False,False,False,False,False,True,False
37296,imputed,False,False,False,False,False,True,False
37301,inability,True,False,False,False,False,False,False
37304,inaccessible,True,False,False,False,False,False,False
37306,inaccuracy,True,False,False,False,False,False,False
37308,inaccurate,True,False,False,False,False,False,False
37309,inaccurately,True,False,False,False,False,False,False
37310,inaction,True,False,False,False,False,False,False
37312,inactivate,True,False,False,False,False,False,False
37313,inactivated,True,False,False,False,False,False,False
37314,inactivates,True,False,False,False,False,False,False
37315,inactivating,True,False,False,False,False,False,False
37316,inactivation,True,False,False,False,False,False,False
37321,inactivity,True,False,False,False,False,False,False
37322,inadequacy,True,False,False,False,False,False,False
37324,inadequate,True,False,False,False,False,False,False
37325,inadequately,True,False,False,False,False,False,False
37331,inadvertent,True,False,False,False,False,False,False
37332,inadvertently,True,False,False,False,False,False,False
37334,inadvisability,True,False,False,False,False,False,False
37335,inadvisable,True,False,False,False,False,False,False
37357,inappropriate,True,False,False,False,False,False,False
37358,inappropriately,True,False,False,False,False,False,False
37371,inasmuch,False,False,False,True,False,False,False
37372,inattention,True,False,False,False,False,False,False
